fx|fy|penalty|alpha|iter|ee|ev|verdaderos_negativos|falsos_negativos|falsos_positivos|verdaderos_positivos
mean radius|mean concavity|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|mean concavity|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|mean concavity|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|mean concavity|elasticnet|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean concavity|elasticnet|1e-05|100|0.7925|0.7751479289940828|142|4|79|175
mean radius|mean concavity|elasticnet|1e-05|1000|0.72|0.7041420118343196|144|2|110|144
mean radius|mean concavity|elasticnet|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean concavity|elasticnet|0.001|100|0.715|0.727810650887574|140|6|108|146
mean radius|mean concavity|elasticnet|0.001|1000|0.715|0.727810650887574|140|6|108|146
mean radius|mean concavity|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean radius|mean concavity|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean radius|mean concavity|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|mean concavity|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|mean concavity|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|mean concavity|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|None|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|None|1e-05|100|0.7775|0.7869822485207101|138|8|81|173
mean radius|mean fractal dimension|None|1e-05|1000|0.8825|0.9053254437869822|110|36|11|243
mean radius|mean fractal dimension|None|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|None|0.001|100|0.7775|0.7869822485207101|138|8|81|173
mean radius|mean fractal dimension|None|0.001|1000|0.8825|0.9053254437869822|110|36|11|243
mean radius|mean fractal dimension|None|0.1|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|None|0.1|100|0.7775|0.7869822485207101|138|8|81|173
mean radius|mean fractal dimension|None|0.1|1000|0.8825|0.9053254437869822|110|36|11|243
mean radius|mean fractal dimension|None|10.0|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|None|10.0|100|0.7775|0.7869822485207101|138|8|81|173
mean radius|mean fractal dimension|None|10.0|1000|0.8825|0.9053254437869822|110|36|11|243
mean radius|mean fractal dimension|l1|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|l1|1e-05|100|0.7775|0.7869822485207101|138|8|81|173
mean radius|mean fractal dimension|l1|1e-05|1000|0.835|0.8757396449704142|126|20|46|208
mean radius|mean fractal dimension|l1|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|l1|0.001|100|0.7525|0.7455621301775148|138|8|91|163
mean radius|mean fractal dimension|l1|0.001|1000|0.875|0.8994082840236687|111|35|15|239
mean radius|mean fractal dimension|l1|0.1|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|l1|0.1|100|0.7075|0.7041420118343196|142|4|113|141
mean radius|mean fractal dimension|l1|0.1|1000|0.6975|0.6745562130177515|143|3|118|136
mean radius|mean fractal dimension|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|l2|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|l2|1e-05|100|0.7975|0.7928994082840237|136|10|71|183
mean radius|mean fractal dimension|l2|1e-05|1000|0.875|0.8994082840236687|112|34|16|238
mean radius|mean fractal dimension|l2|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|l2|0.001|100|0.72|0.727810650887574|140|6|106|148
mean radius|mean fractal dimension|l2|0.001|1000|0.7125|0.727810650887574|140|6|109|145
mean radius|mean fractal dimension|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|elasticnet|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|elasticnet|1e-05|100|0.7975|0.7928994082840237|136|10|71|183
mean radius|mean fractal dimension|elasticnet|1e-05|1000|0.875|0.8994082840236687|112|34|16|238
mean radius|mean fractal dimension|elasticnet|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|mean fractal dimension|elasticnet|0.001|100|0.72|0.727810650887574|140|6|106|148
mean radius|mean fractal dimension|elasticnet|0.001|1000|0.7125|0.727810650887574|140|6|109|145
mean radius|mean fractal dimension|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|mean fractal dimension|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|None|1e-05|10|0.7425|0.757396449704142|144|2|101|153
mean radius|worst radius|None|1e-05|100|0.785|0.7988165680473372|141|5|81|173
mean radius|worst radius|None|1e-05|1000|0.875|0.9171597633136095|110|36|14|240
mean radius|worst radius|None|0.001|10|0.7425|0.757396449704142|144|2|101|153
mean radius|worst radius|None|0.001|100|0.785|0.7988165680473372|141|5|81|173
mean radius|worst radius|None|0.001|1000|0.875|0.9171597633136095|110|36|14|240
mean radius|worst radius|None|0.1|10|0.7425|0.757396449704142|144|2|101|153
mean radius|worst radius|None|0.1|100|0.785|0.7988165680473372|141|5|81|173
mean radius|worst radius|None|0.1|1000|0.875|0.9171597633136095|110|36|14|240
mean radius|worst radius|None|10.0|10|0.7425|0.757396449704142|144|2|101|153
mean radius|worst radius|None|10.0|100|0.785|0.7988165680473372|141|5|81|173
mean radius|worst radius|None|10.0|1000|0.875|0.9171597633136095|110|36|14|240
mean radius|worst radius|l1|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst radius|l1|1e-05|100|0.82|0.834319526627219|136|10|62|192
mean radius|worst radius|l1|1e-05|1000|0.8775|0.9171597633136095|112|34|15|239
mean radius|worst radius|l1|0.001|10|0.7575|0.7692307692307693|142|4|93|161
mean radius|worst radius|l1|0.001|100|0.82|0.834319526627219|136|10|62|192
mean radius|worst radius|l1|0.001|1000|0.8725|0.9230769230769231|107|39|12|242
mean radius|worst radius|l1|0.1|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst radius|l1|0.1|100|0.7075|0.7041420118343196|142|4|113|141
mean radius|worst radius|l1|0.1|1000|0.6975|0.6745562130177515|143|3|118|136
mean radius|worst radius|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|l2|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst radius|l2|1e-05|100|0.8275|0.834319526627219|135|11|58|196
mean radius|worst radius|l2|1e-05|1000|0.8725|0.9171597633136095|107|39|12|242
mean radius|worst radius|l2|0.001|10|0.765|0.7751479289940828|138|8|86|168
mean radius|worst radius|l2|0.001|100|0.735|0.7455621301775148|139|7|99|155
mean radius|worst radius|l2|0.001|1000|0.765|0.7751479289940828|138|8|86|168
mean radius|worst radius|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|elasticnet|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst radius|elasticnet|1e-05|100|0.8275|0.834319526627219|135|11|58|196
mean radius|worst radius|elasticnet|1e-05|1000|0.8725|0.9171597633136095|107|39|12|242
mean radius|worst radius|elasticnet|0.001|10|0.765|0.7751479289940828|138|8|86|168
mean radius|worst radius|elasticnet|0.001|100|0.735|0.7455621301775148|139|7|99|155
mean radius|worst radius|elasticnet|0.001|1000|0.765|0.7751479289940828|138|8|86|168
mean radius|worst radius|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst radius|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|None|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|None|1e-05|100|0.7825|0.7928994082840237|138|8|79|175
mean radius|worst compactness|None|1e-05|1000|0.845|0.8757396449704142|125|21|41|213
mean radius|worst compactness|None|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|None|0.001|100|0.7825|0.7928994082840237|138|8|79|175
mean radius|worst compactness|None|0.001|1000|0.845|0.8757396449704142|125|21|41|213
mean radius|worst compactness|None|0.1|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|None|0.1|100|0.7825|0.7928994082840237|138|8|79|175
mean radius|worst compactness|None|0.1|1000|0.845|0.8757396449704142|125|21|41|213
mean radius|worst compactness|None|10.0|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|None|10.0|100|0.7825|0.7928994082840237|138|8|79|175
mean radius|worst compactness|None|10.0|1000|0.845|0.8757396449704142|125|21|41|213
mean radius|worst compactness|l1|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|l1|1e-05|100|0.78|0.7928994082840237|138|8|80|174
mean radius|worst compactness|l1|1e-05|1000|0.845|0.8757396449704142|125|21|41|213
mean radius|worst compactness|l1|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|l1|0.001|100|0.785|0.7869822485207101|138|8|78|176
mean radius|worst compactness|l1|0.001|1000|0.8325|0.863905325443787|129|17|50|204
mean radius|worst compactness|l1|0.1|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|l1|0.1|100|0.7075|0.7041420118343196|142|4|113|141
mean radius|worst compactness|l1|0.1|1000|0.6975|0.6745562130177515|143|3|118|136
mean radius|worst compactness|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|l2|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|l2|1e-05|100|0.8|0.7928994082840237|137|9|71|183
mean radius|worst compactness|l2|1e-05|1000|0.855|0.8816568047337278|96|50|8|246
mean radius|worst compactness|l2|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|l2|0.001|100|0.715|0.727810650887574|140|6|108|146
mean radius|worst compactness|l2|0.001|1000|0.7125|0.727810650887574|140|6|109|145
mean radius|worst compactness|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|elasticnet|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|elasticnet|1e-05|100|0.8|0.7928994082840237|137|9|71|183
mean radius|worst compactness|elasticnet|1e-05|1000|0.855|0.8816568047337278|96|50|8|246
mean radius|worst compactness|elasticnet|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst compactness|elasticnet|0.001|100|0.715|0.727810650887574|140|6|108|146
mean radius|worst compactness|elasticnet|0.001|1000|0.7125|0.727810650887574|140|6|109|145
mean radius|worst compactness|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst compactness|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|None|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|None|1e-05|100|0.7825|0.7928994082840237|138|8|79|175
mean radius|worst concavity|None|1e-05|1000|0.8825|0.8994082840236687|114|32|15|239
mean radius|worst concavity|None|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|None|0.001|100|0.7825|0.7928994082840237|138|8|79|175
mean radius|worst concavity|None|0.001|1000|0.8825|0.8994082840236687|114|32|15|239
mean radius|worst concavity|None|0.1|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|None|0.1|100|0.7825|0.7928994082840237|138|8|79|175
mean radius|worst concavity|None|0.1|1000|0.8825|0.8994082840236687|114|32|15|239
mean radius|worst concavity|None|10.0|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|None|10.0|100|0.7825|0.7928994082840237|138|8|79|175
mean radius|worst concavity|None|10.0|1000|0.8825|0.8994082840236687|114|32|15|239
mean radius|worst concavity|l1|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|l1|1e-05|100|0.7625|0.757396449704142|138|8|87|167
mean radius|worst concavity|l1|1e-05|1000|0.86|0.8816568047337278|98|48|8|246
mean radius|worst concavity|l1|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|l1|0.001|100|0.7775|0.7810650887573964|138|8|81|173
mean radius|worst concavity|l1|0.001|1000|0.8775|0.8994082840236687|113|33|16|238
mean radius|worst concavity|l1|0.1|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|l1|0.1|100|0.7075|0.7041420118343196|142|4|113|141
mean radius|worst concavity|l1|0.1|1000|0.6975|0.6745562130177515|143|3|118|136
mean radius|worst concavity|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|l2|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|l2|1e-05|100|0.7825|0.7869822485207101|138|8|79|175
mean radius|worst concavity|l2|1e-05|1000|0.83|0.863905325443787|130|16|52|202
mean radius|worst concavity|l2|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|l2|0.001|100|0.715|0.727810650887574|140|6|108|146
mean radius|worst concavity|l2|0.001|1000|0.75|0.7396449704142012|139|7|93|161
mean radius|worst concavity|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|elasticnet|1e-05|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|elasticnet|1e-05|100|0.7825|0.7869822485207101|138|8|79|175
mean radius|worst concavity|elasticnet|1e-05|1000|0.83|0.863905325443787|130|16|52|202
mean radius|worst concavity|elasticnet|0.001|10|0.3675|0.3905325443786982|146|0|253|1
mean radius|worst concavity|elasticnet|0.001|100|0.715|0.727810650887574|140|6|108|146
mean radius|worst concavity|elasticnet|0.001|1000|0.75|0.7396449704142012|139|7|93|161
mean radius|worst concavity|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst concavity|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
mean radius|worst perimeter|None|1e-05|10|0.8775|0.8698224852071006|122|24|25|229
mean radius|worst perimeter|None|1e-05|100|0.8625|0.863905325443787|129|17|38|216
mean radius|worst perimeter|None|1e-05|1000|0.8525|0.8520710059171598|133|13|46|208
mean radius|worst perimeter|None|0.001|10|0.8775|0.8698224852071006|122|24|25|229
mean radius|worst perimeter|None|0.001|100|0.8625|0.863905325443787|129|17|38|216
mean radius|worst perimeter|None|0.001|1000|0.8525|0.8520710059171598|133|13|46|208
mean radius|worst perimeter|None|0.1|10|0.8775|0.8698224852071006|122|24|25|229
mean radius|worst perimeter|None|0.1|100|0.8625|0.863905325443787|129|17|38|216
mean radius|worst perimeter|None|0.1|1000|0.8525|0.8520710059171598|133|13|46|208
mean radius|worst perimeter|None|10.0|10|0.8775|0.8698224852071006|122|24|25|229
mean radius|worst perimeter|None|10.0|100|0.8625|0.863905325443787|129|17|38|216
mean radius|worst perimeter|None|10.0|1000|0.8525|0.8520710059171598|133|13|46|208
mean radius|worst perimeter|l1|1e-05|10|0.825|0.8224852071005917|131|15|55|199
mean radius|worst perimeter|l1|1e-05|100|0.7725|0.7810650887573964|140|6|85|169
mean radius|worst perimeter|l1|1e-05|1000|0.85|0.8520710059171598|132|14|46|208
mean radius|worst perimeter|l1|0.001|10|0.875|0.8816568047337278|118|28|22|232
mean radius|worst perimeter|l1|0.001|100|0.8525|0.8461538461538461|130|16|43|211
mean radius|worst perimeter|l1|0.001|1000|0.8475|0.8579881656804734|131|15|46|208
mean radius|worst perimeter|l1|0.1|10|0.8075|0.8224852071005917|135|11|66|188
mean radius|worst perimeter|l1|0.1|100|0.755|0.7692307692307693|140|6|92|162
mean radius|worst perimeter|l1|0.1|1000|0.685|0.650887573964497|143|3|123|131
mean radius|worst perimeter|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
mean radius|worst perimeter|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
mean radius|worst perimeter|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
